-378.098	-504.131	159.642	-504.131	-172.245	-172.245	-630.164	-172.245	-46.212	-504.131	-378.098	-172.245	-172.245	-172.245	-172.245	-172.245	-504.131	-378.098	-504.131	-504.131	-172.245	79.821	-504.131	-504.131	-836.017	-172.245	-172.245	-172.245	-172.245	-172.245	-46.212	-172.245	159.642	-46.212	-172.245	79.821	-46.212	-378.098	-46.212	-378.098	-172.245	-378.098	-504.131	-378.098	-378.098	-46.212	-46.212	79.821	79.821	-46.212	411.707	-46.212	-46.212	-46.212	-46.212	411.707	79.821	-46.212	79.821	-46.212	79.821	-46.212	-46.212	-126.033	79.821	79.821	79.821	79.821	79.821	411.707	79.821	79.821	79.821	79.821	-46.212	411.707	-46.212	79.821	-252.066	79.821	79.821	79.821	331.886	-126.033	79.821	79.821	285.674	79.821	79.821	79.821	79.821	-46.212	79.821	79.821	743.593	79.821	205.854	205.854	205.854	79.821	-252.066	79.821	-378.098	79.821	79.821	-378.098	79.821	79.821	79.821	537.740	-46.212	79.821	411.707	79.821	79.821	205.854	205.854	205.854	205.854	79.821	79.821	-252.066	-252.066	79.821	-252.066	205.854	205.854	537.740	663.773	205.854	411.707	411.707	205.854	205.854	537.740	79.821	79.821	79.821	205.854	205.854	-252.066	-126.033	79.821	-46.212	205.854	79.821	79.821	205.854	411.707	79.821	205.854	537.740	79.821	205.854	79.821	79.821	-252.066	205.854	205.854	-126.033	205.854	205.854	79.821	-378.098	205.854	205.854	411.707	79.821	411.707	79.821	205.854	411.707	411.707	205.854	205.854	79.821	79.821	79.821	79.821	79.821	79.821	-126.033	-252.066	79.821	205.854	79.821	205.854	79.821	79.821	79.821	79.821	205.854	411.707	205.854	205.854	79.821	-252.066	205.854	79.821	-46.212	-252.066	-126.033	79.821	205.854	411.707	-46.212	79.821	79.821	-46.212	79.821	79.821	-46.212	79.821	-252.066	79.821	79.821	79.821	79.821	-252.066	-252.066	-252.066	-252.066	-378.098	-46.212	-46.212	285.674	79.821	-46.212	79.821	79.821	-46.212	79.821	-172.245	-46.212	-504.131	-378.098	-378.098	-378.098	-46.212	79.821	-46.212	-46.212	285.674	-46.212	-504.131	-46.212	-709.985	-46.212	-504.131	-378.098	-46.212	-46.212	-46.212	-172.245	-378.098	-46.212	-378.098	-172.245	-172.245	-172.245	-46.212	-46.212	-46.212	-46.212	-46.212	-378.098	-172.245	-172.245	-172.245	-504.131	-46.212	-46.212	-378.098	-504.131
-504.131	-172.245	-298.277	-298.277	-172.245	-172.245	-630.164	-504.131	-756.197	-172.245	-172.245	-172.245	-630.164	-172.245	-172.245	-172.245	-172.245	-172.245	-172.245	-630.164	-504.131	-172.245	-378.098	-172.245	-172.245	-172.245	-172.245	-172.245	-172.245	-172.245	-46.212	-504.131	159.642	-46.212	-172.245	-172.245	-504.131	-172.245	-172.245	79.821	-46.212	79.821	-46.212	-46.212	159.642	79.821	79.821	79.821	-378.098	-252.066	-378.098	-378.098	-46.212	-252.066	-378.098	-46.212	-46.212	-46.212	411.707	79.821	285.674	79.821	79.821	-126.033	79.821	79.821	-252.066	-252.066	-252.066	-252.066	-378.098	79.821	79.821	205.854	79.821	79.821	411.707	411.707	285.674	205.854	79.821	537.740	79.821	411.707	205.854	79.821	-378.098	-252.066	79.821	-252.066	-252.066	-252.066	79.821	205.854	79.821	205.854	411.707	285.674	205.854	79.821	205.854	205.854	537.740	205.854	205.854	-126.033	205.854	205.854	205.854	331.886	79.821	205.854	205.854	537.740	205.854	205.854	205.854	331.886	79.821	205.854	79.821	205.854	205.854	205.854	205.854	-126.033	205.854	-126.033	79.821	205.854	79.821	79.821	205.854	79.821	537.740	79.821	-252.066	205.854	79.821	205.854	79.821	79.821	79.821	205.854	79.821	205.854	205.854	205.854	-252.066	79.821	205.854	205.854	205.854	79.821	79.821	537.740	205.854	205.854	537.740	411.707	205.854	537.740	205.854	79.821	79.821	205.854	205.854	-378.098	205.854	205.854	537.740	-126.033	79.821	205.854	411.707	79.821	411.707	285.674	537.740	537.740	79.821	79.821	79.821	205.854	79.821	79.821	-126.033	79.821	205.854	79.821	-126.033	79.821	411.707	537.740	205.854	537.740	79.821	411.707	411.707	79.821	205.854	-252.066	-46.212	-126.033	-126.033	79.821	-378.098	79.821	79.821	-172.245	79.821	79.821	-46.212	79.821	79.821	-46.212	79.821	537.740	79.821	-46.212	79.821	-252.066	-252.066	-378.098	-252.066	205.854	-252.066	-46.212	-46.212	-46.212	79.821	-46.212	285.674	-378.098	79.821	-46.212	-504.131	-46.212	-46.212	-46.212	-378.098	-378.098	-46.212	-172.245	-172.245	-172.245	-172.245	-504.131	-378.098	-46.212	-172.245	285.674	-504.131	-172.245	-46.212	-46.212	-504.131	-378.098	-172.245	-504.131	-504.131	-298.277	-46.212	-504.131	-504.131	-630.164	-504.131	-46.212	-46.212	-504.131	-46.212	-172.245	-378.098	-504.131
-504.131	-172.245	-46.212	-504.131	-172.245	-172.245	-504.131	-172.245	-172.245	-252.066	-504.131	-709.985	-172.245	-172.245	159.642	-172.245	-172.245	-172.245	-172.245	-172.245	-504.131	-172.245	-504.131	-172.245	-46.212	-46.212	-378.098	-46.212	-172.245	-172.245	-378.098	-46.212	-172.245	-46.212	-46.212	-46.212	-46.212	-46.212	-46.212	-46.212	-252.066	159.642	-172.245	-46.212	79.821	-46.212	285.674	285.674	-172.245	411.707	-46.212	-46.212	285.674	537.740	-46.212	285.674	-46.212	79.821	411.707	79.821	285.674	79.821	79.821	-46.212	79.821	79.821	79.821	79.821	79.821	79.821	79.821	79.821	411.707	79.821	79.821	79.821	79.821	79.821	79.821	205.854	-252.066	-252.066	79.821	411.707	205.854	79.821	411.707	79.821	537.740	411.707	411.707	411.707	205.854	205.854	79.821	205.854	205.854	537.740	79.821	79.821	205.854	-126.033	205.854	79.821	537.740	79.821	331.886	411.707	537.740	537.740	537.740	537.740	205.854	331.886	869.626	205.854	537.740	205.854	205.854	205.854	205.854	537.740	205.854	205.854	537.740	537.740	411.707	205.854	411.707	537.740	205.854	205.854	205.854	411.707	79.821	79.821	205.854	205.854	205.854	205.854	205.854	0.000	537.740	205.854	79.821	205.854	537.740	537.740	537.740	537.740	537.740	205.854	205.854	0.000	205.854	205.854	205.854	205.854	205.854	79.821	79.821	869.626	537.740	205.854	-252.066	411.707	537.740	537.740	79.821	205.854	79.821	205.854	-46.212	79.821	205.854	205.854	-252.066	-126.033	79.821	331.886	537.740	537.740	205.854	331.886	411.707	537.740	205.854	411.707	411.707	79.821	79.821	205.854	205.854	79.821	79.821	79.821	79.821	205.854	79.821	205.854	79.821	79.821	205.854	79.821	79.821	411.707	285.674	205.854	79.821	79.821	79.821	79.821	-126.033	-252.066	0.000	79.821	79.821	79.821	79.821	79.821	79.821	79.821	79.821	79.821	-46.212	-46.212	-46.212	79.821	-46.212	-378.098	-46.212	79.821	-252.066	-46.212	-378.098	-46.212	-172.245	-46.212	-46.212	-46.212	-378.098	-504.131	-46.212	-378.098	-46.212	-504.131	-172.245	-46.212	-46.212	-46.212	-46.212	-504.131	-46.212	-378.098	-378.098	-172.245	-172.245	-46.212	-504.131	-504.131	-172.245	-172.245	-172.245	-172.245	-504.131	-46.212	-504.131	-504.131	-172.245	-504.131	-172.245	-298.277	-46.212	-172.245
-504.131	-172.245	-504.131	159.642	-172.245	-172.245	-172.245	-172.245	-504.131	-504.131	-46.212	-172.245	-172.245	-172.245	-172.245	-298.277	-709.985	159.642	-172.245	-172.245	-172.245	-504.131	-504.131	-504.131	-172.245	-172.245	-172.245	-172.245	-172.245	-46.212	-46.212	-172.245	79.821	-46.212	-504.131	-504.131	-46.212	-504.131	-378.098	-378.098	-252.066	-46.212	-46.212	-46.212	-46.212	-46.212	-46.212	-46.212	-46.212	-46.212	285.674	-504.131	-252.066	79.821	-378.098	-252.066	-46.212	79.821	79.821	-504.131	79.821	79.821	-252.066	285.674	79.821	79.821	79.821	79.821	79.821	79.821	79.821	-252.066	79.821	79.821	205.854	79.821	79.821	-252.066	411.707	79.821	537.740	537.740	331.886	537.740	537.740	-252.066	537.740	205.854	79.821	205.854	205.854	-126.033	205.854	79.821	205.854	205.854	79.821	411.707	537.740	537.740	537.740	205.854	205.854	537.740	537.740	537.740	537.740	537.740	205.854	205.854	205.854	205.854	-126.033	205.854	205.854	205.854	205.854	537.740	205.854	537.740	537.740	205.854	537.740	537.740	663.773	205.854	205.854	205.854	205.854	205.854	205.854	-126.033	205.854	205.854	205.854	205.854	537.740	205.854	205.854	537.740	205.854	205.854	205.854	205.854	537.740	537.740	205.854	205.854	205.854	205.854	331.886	331.886	205.854	205.854	537.740	205.854	537.740	537.740	537.740	79.821	205.854	205.854	537.740	-126.033	205.854	205.854	331.886	205.854	205.854	205.854	79.821	205.854	205.854	79.821	205.854	537.740	537.740	205.854	79.821	537.740	205.854	79.821	995.659	205.854	205.854	79.821	537.740	79.821	79.821	79.821	205.854	79.821	205.854	743.593	205.854	79.821	205.854	411.707	205.854	79.821	411.707	537.740	79.821	79.821	-252.066	663.773	79.821	79.821	79.821	79.821	79.821	205.854	-126.033	79.821	205.854	205.854	79.821	79.821	411.707	79.821	79.821	-252.066	-252.066	-252.066	-504.131	79.821	79.821	79.821	-46.212	79.821	79.821	-172.245	159.642	79.821	-46.212	79.821	-46.212	-46.212	-46.212	-46.212	-504.131	-378.098	-378.098	79.821	-504.131	-46.212	-378.098	-504.131	-378.098	-172.245	-46.212	79.821	-46.212	-46.212	-46.212	-46.212	-378.098	-630.164	-46.212	-504.131	-172.245	-46.212	-46.212	-378.098	-46.212	-378.098	-378.098	-172.245	-172.245	-504.131	-46.212	-378.098	-46.212	-504.131
-504.131	-172.245	-172.245	-504.131	-172.245	159.642	-504.131	-172.245	-504.131	-630.164	-504.131	-172.245	-172.245	-172.245	-172.245	-504.131	-504.131	79.821	-504.131	-504.131	-504.131	-504.131	-504.131	-504.131	-172.245	-298.277	-172.245	-172.245	-172.245	-378.098	-172.245	-172.245	-172.245	-172.245	-172.245	-378.098	-46.212	-504.131	-378.098	-172.245	-378.098	-378.098	-46.212	-378.098	79.821	-46.212	-46.212	-46.212	79.821	-46.212	79.821	79.821	79.821	79.821	-46.212	79.821	-46.212	79.821	-46.212	-252.066	205.854	79.821	79.821	79.821	285.674	79.821	79.821	537.740	537.740	411.707	79.821	79.821	205.854	79.821	205.854	-252.066	-126.033	205.854	205.854	79.821	537.740	537.740	205.854	79.821	79.821	205.854	537.740	411.707	79.821	79.821	79.821	537.740	205.854	205.854	205.854	205.854	205.854	205.854	-126.033	537.740	537.740	205.854	537.740	537.740	205.854	411.707	411.707	205.854	205.854	663.773	205.854	537.740	205.854	205.854	79.821	205.854	537.740	869.626	537.740	537.740	537.740	205.854	205.854	537.740	537.740	-252.066	205.854	205.854	331.886	205.854	205.854	537.740	205.854	0.000	205.854	331.886	205.854	663.773	537.740	205.854	331.886	205.854	537.740	537.740	663.773	205.854	205.854	331.886	205.854	205.854	205.854	331.886	205.854	537.740	537.740	537.740	205.854	331.886	537.740	537.740	537.740	537.740	205.854	205.854	331.886	205.854	205.854	-126.033	331.886	205.854	205.854	331.886	537.740	537.740	205.854	411.707	537.740	537.740	537.740	411.707	205.854	205.854	205.854	205.854	205.854	79.821	79.821	205.854	205.854	205.854	205.854	205.854	537.740	537.740	537.740	537.740	205.854	205.854	79.821	79.821	205.854	205.854	79.821	537.740	-252.066	205.854	537.740	79.821	79.821	205.854	79.821	205.854	205.854	79.821	79.821	205.854	411.707	-378.098	-252.066	205.854	-252.066	205.854	205.854	79.821	-252.066	-252.066	-46.212	79.821	-46.212	-46.212	-46.212	-46.212	-46.212	-46.212	79.821	79.821	-46.212	-378.098	-378.098	-504.131	-46.212	79.821	-46.212	-46.212	-172.245	-46.212	-378.098	-378.098	-172.245	-378.098	-378.098	-172.245	-172.245	-172.245	-46.212	-172.245	-378.098	-46.212	-172.245	-172.245	-172.245	-504.131	-172.245	-172.245	-46.212	-172.245	-172.245	-378.098	-504.131	-504.131	-378.098	-504.131	-504.131	-378.098
-172.245	-298.277	-504.131	-172.245	-172.245	-298.277	-172.245	-298.277	-630.164	-172.245	-378.098	-172.245	-172.245	-46.212	-172.245	-172.245	-504.131	-630.164	-172.245	-298.277	-172.245	-298.277	-298.277	-504.131	-172.245	-46.212	-504.131	-46.212	-504.131	-504.131	-504.131	-378.098	-172.245	-172.245	-172.245	-378.098	159.642	-46.212	-46.212	-172.245	-46.212	-46.212	-504.131	-46.212	-46.212	-46.212	-252.066	79.821	-378.098	-46.212	79.821	-126.033	-46.212	79.821	-46.212	-126.033	79.821	-252.066	-252.066	-46.212	79.821	-46.212	79.821	79.821	79.821	79.821	205.854	79.821	79.821	411.707	79.821	205.854	411.707	79.821	663.773	79.821	205.854	537.740	-252.066	205.854	79.821	79.821	205.854	205.854	205.854	205.854	411.707	205.854	79.821	205.854	411.707	79.821	205.854	79.821	537.740	205.854	79.821	-457.919	-252.066	-126.033	205.854	79.821	205.854	205.854	205.854	205.854	537.740	205.854	205.854	205.854	205.854	205.854	537.740	205.854	205.854	205.854	205.854	205.854	205.854	205.854	205.854	205.854	205.854	205.854	79.821	205.854	205.854	537.740	537.740	537.740	537.740	537.740	285.674	537.740	205.854	331.886	205.854	205.854	205.854	331.886	205.854	537.740	537.740	869.626	537.740	537.740	537.740	79.821	537.740	537.740	205.854	537.740	205.854	205.854	331.886	-126.033	205.854	205.854	79.821	205.854	205.854	537.740	205.854	537.740	537.740	205.854	79.821	537.740	205.854	537.740	537.740	205.854	205.854	205.854	663.773	205.854	205.854	537.740	205.854	411.707	205.854	205.854	411.707	537.740	205.854	663.773	205.854	537.740	537.740	537.740	79.821	79.821	331.886	-378.098	205.854	205.854	79.821	411.707	79.821	205.854	79.821	537.740	205.854	79.821	-126.033	537.740	537.740	79.821	79.821	205.854	79.821	205.854	205.854	79.821	-252.066	79.821	537.740	79.821	79.821	79.821	-46.212	79.821	79.821	79.821	205.854	-46.212	79.821	79.821	-378.098	-252.066	-378.098	-378.098	285.674	-378.098	79.821	-378.098	-252.066	-378.098	-378.098	285.674	-46.212	-46.212	-378.098	79.821	-46.212	-172.245	-172.245	-504.131	-504.131	-46.212	-378.098	-836.017	-504.131	-504.131	-172.245	-46.212	-172.245	-46.212	-504.131	-252.066	-172.245	-172.245	-504.131	-172.245	-504.131	-172.245	-172.245	-46.212	-504.131	-172.245	-298.277	-504.131	-172.245	-172.245
-172.245	-630.164	-504.131	-504.131	-46.212	-504.131	-172.245	-504.131	-504.131	-172.245	-172.245	-172.245	-962.050	-504.131	-504.131	-172.245	-504.131	-504.131	-172.245	-172.245	-172.245	-298.277	-172.245	-298.277	-172.245	-172.245	-172.245	-172.245	-504.131	-46.212	-378.098	-378.098	-504.131	-504.131	-836.017	-504.131	-378.098	-504.131	-46.212	-46.212	-172.245	-46.212	285.674	-46.212	-46.212	-172.245	-378.098	-252.066	79.821	-46.212	79.821	-46.212	-252.066	-46.212	79.821	-46.212	411.707	-46.212	-46.212	-46.212	79.821	743.593	-172.245	411.707	79.821	79.821	205.854	79.821	79.821	-252.066	79.821	205.854	79.821	-126.033	79.821	205.854	537.740	205.854	205.854	79.821	205.854	205.854	79.821	79.821	205.854	205.854	205.854	205.854	-126.033	-46.212	205.854	205.854	-457.919	205.854	205.854	537.740	205.854	537.740	411.707	537.740	663.773	205.854	537.740	331.886	205.854	205.854	205.854	205.854	79.821	-126.033	331.886	205.854	205.854	205.854	537.740	331.886	331.886	205.854	205.854	537.740	537.740	537.740	205.854	663.773	205.854	331.886	205.854	205.854	331.886	331.886	205.854	-126.033	205.854	205.854	537.740	663.773	537.740	205.854	205.854	537.740	537.740	537.740	-252.066	331.886	331.886	0.000	205.854	331.886	331.886	-126.033	995.659	205.854	537.740	663.773	331.886	663.773	537.740	663.773	537.740	537.740	537.740	331.886	79.821	331.886	331.886	205.854	331.886	205.854	331.886	457.919	331.886	663.773	663.773	457.919	537.740	663.773	663.773	663.773	205.854	537.740	205.854	79.821	205.854	205.854	205.854	537.740	331.886	331.886	205.854	411.707	205.854	205.854	457.919	537.740	537.740	663.773	663.773	205.854	205.854	205.854	205.854	205.854	205.854	205.854	205.854	205.854	-126.033	205.854	-252.066	205.854	205.854	331.886	537.740	205.854	205.854	869.626	205.854	79.821	79.821	79.821	79.821	79.821	79.821	-126.033	-252.066	79.821	79.821	-252.066	79.821	-46.212	-46.212	-46.212	79.821	-46.212	-378.098	79.821	79.821	-378.098	79.821	-252.066	-252.066	-46.212	-172.245	-378.098	205.854	-46.212	-46.212	-46.212	-378.098	-46.212	-172.245	-46.212	-46.212	285.674	-378.098	-504.131	-46.212	-504.131	-172.245	-172.245	-378.098	-504.131	-504.131	-504.131	-172.245	-504.131	285.674	-504.131	-504.131	-504.131	-172.245	-46.212	-172.245	-298.277
-504.131	-172.245	-630.164	-172.245	-504.131	-172.245	-172.245	-504.131	-378.098	-172.245	-172.245	-172.245	-172.245	-504.131	-172.245	-172.245	-172.245	-172.245	-172.245	-630.164	-504.131	-504.131	-504.131	-504.131	-504.131	79.821	-378.098	-504.131	-172.245	-46.212	-172.245	-46.212	-378.098	-504.131	-172.245	-504.131	-378.098	-46.212	-46.212	-46.212	-378.098	-172.245	-378.098	-46.212	-46.212	-46.212	-46.212	-378.098	-46.212	-378.098	79.821	79.821	-378.098	-378.098	79.821	-252.066	79.821	79.821	205.854	-46.212	79.821	79.821	79.821	79.821	79.821	205.854	0.000	-126.033	79.821	-252.066	79.821	205.854	205.854	205.854	205.854	205.854	537.740	205.854	411.707	205.854	205.854	537.740	205.854	205.854	205.854	205.854	205.854	205.854	205.854	205.854	205.854	205.854	205.854	205.854	411.707	537.740	331.886	537.740	331.886	205.854	205.854	331.886	205.854	331.886	331.886	663.773	331.886	205.854	331.886	331.886	205.854	331.886	205.854	663.773	663.773	663.773	663.773	331.886	663.773	663.773	331.886	331.886	205.854	331.886	205.854	331.886	331.886	205.854	205.854	331.886	205.854	205.854	457.919	663.773	663.773	663.773	0.000	205.854	331.886	457.919	331.886	331.886	205.854	205.854	205.854	331.886	205.854	537.740	331.886	331.886	537.740	205.854	663.773	663.773	331.886	663.773	663.773	205.854	205.854	205.854	331.886	457.919	331.886	331.886	205.854	331.886	331.886	331.886	205.854	331.886	663.773	663.773	663.773	663.773	663.773	205.854	537.740	205.854	995.659	331.886	331.886	331.886	331.886	205.854	205.854	331.886	663.773	205.854	205.854	663.773	205.854	205.854	537.740	537.740	537.740	663.773	537.740	331.886	-126.033	205.854	205.854	205.854	205.854	205.854	205.854	205.854	205.854	205.854	205.854	205.854	205.854	205.854	537.740	79.821	205.854	205.854	79.821	-126.033	-126.033	-126.033	79.821	79.821	79.821	79.821	79.821	79.821	411.707	79.821	79.821	79.821	79.821	79.821	79.821	-378.098	-46.212	-378.098	-126.033	-378.098	-252.066	-46.212	-378.098	-378.098	79.821	-46.212	-378.098	-172.245	-46.212	-378.098	-46.212	-46.212	-46.212	-378.098	-378.098	-709.985	-378.098	-504.131	-504.131	79.821	-46.212	-378.098	-504.131	-378.098	-836.017	-172.245	-504.131	-172.245	-378.098	-504.131	-836.017	-504.131	-378.098	-504.131	-504.131	-46.212
-504.131	-172.245	-172.245	-172.245	-172.245	-172.245	-630.164	-172.245	-298.277	-172.245	-172.245	-630.164	-298.277	-504.131	-172.245	-172.245	-172.245	-172.245	-172.245	-504.131	-504.131	-709.985	-378.098	-504.131	-172.245	-504.131	-504.131	-504.131	-504.131	-378.098	-172.245	-46.212	-378.098	-172.245	-46.212	-46.212	79.821	-46.212	-172.245	-46.212	-378.098	-378.098	-378.098	79.821	-46.212	-46.212	79.821	-46.212	-709.985	-46.212	-46.212	79.821	79.821	411.707	-46.212	79.821	205.854	79.821	-46.212	-46.212	-126.033	-252.066	79.821	79.821	-46.212	-46.212	79.821	205.854	205.854	79.821	79.821	537.740	537.740	205.854	205.854	411.707	537.740	205.854	537.740	411.707	205.854	205.854	537.740	537.740	205.854	205.854	-126.033	537.740	331.886	205.854	-126.033	205.854	205.854	537.740	205.854	537.740	537.740	205.854	205.854	205.854	205.854	-126.033	537.740	205.854	205.854	-126.033	205.854	331.886	205.854	331.886	0.000	537.740	537.740	331.886	663.773	331.886	537.740	663.773	205.854	205.854	663.773	-126.033	205.854	663.773	205.854	331.886	205.854	331.886	331.886	537.740	331.886	663.773	331.886	537.740	331.886	663.773	205.854	537.740	537.740	663.773	537.740	457.919	205.854	331.886	331.886	205.854	331.886	205.854	457.919	331.886	663.773	331.886	663.773	663.773	663.773	663.773	663.773	537.740	663.773	331.886	995.659	331.886	331.886	331.886	0.000	331.886	331.886	331.886	-126.033	205.854	663.773	457.919	537.740	537.740	205.854	663.773	663.773	663.773	663.773	663.773	205.854	331.886	205.854	663.773	331.886	663.773	205.854	457.919	331.886	663.773	205.854	663.773	331.886	663.773	79.821	205.854	663.773	663.773	411.707	663.773	331.886	205.854	0.000	205.854	205.854	205.854	205.854	205.854	205.854	79.821	79.821	205.854	205.854	205.854	79.821	79.821	537.740	205.854	411.707	205.854	79.821	-46.212	79.821	-126.033	79.821	205.854	205.854	79.821	79.821	79.821	-46.212	-46.212	79.821	-46.212	-46.212	-46.212	-378.098	-252.066	-252.066	-378.098	-252.066	-378.098	-46.212	79.821	-46.212	-46.212	-172.245	-46.212	-46.212	-252.066	-504.131	-378.098	-172.245	-172.245	-46.212	-46.212	-504.131	-378.098	-504.131	79.821	-172.245	-504.131	-378.098	-504.131	-504.131	-172.245	-172.245	-378.098	-504.131	-504.131	-172.245	-504.131	-46.212	-504.131
-172.245	-172.245	-172.245	-172.245	-504.131	-298.277	-172.245	-172.245	-504.131	-172.245	-298.277	-172.245	-172.245	-504.131	-504.131	-298.277	-172.245	-172.245	-630.164	-504.131	-504.131	-172.245	-172.245	-172.245	-172.245	-172.245	-172.245	-172.245	-172.245	-172.245	-46.212	-172.245	-172.245	-172.245	-46.212	-46.212	-172.245	-46.212	-46.212	-46.212	-46.212	-46.212	285.674	-46.212	-46.212	-46.212	79.821	-46.212	79.821	-46.212	79.821	79.821	79.821	-46.212	-46.212	79.821	79.821	-46.212	411.707	79.821	79.821	411.707	537.740	537.740	537.740	537.740	537.740	537.740	205.854	331.886	205.854	205.854	663.773	205.854	537.740	205.854	205.854	205.854	537.740	537.740	663.773	537.740	663.773	663.773	537.740	663.773	537.740	537.740	205.854	331.886	331.886	331.886	79.821	205.854	331.886	331.886	205.854	537.740	663.773	331.886	663.773	205.854	331.886	331.886	789.805	457.919	663.773	331.886	663.773	331.886	789.805	789.805	663.773	663.773	331.886	457.919	663.773	663.773	663.773	1121.692	663.773	663.773	663.773	663.773	663.773	789.805	331.886	789.805	331.886	205.854	205.854	331.886	663.773	331.886	331.886	537.740	789.805	663.773	457.919	663.773	663.773	663.773	663.773	331.886	663.773	663.773	457.919	331.886	331.886	331.886	331.886	331.886	331.886	537.740	331.886	663.773	663.773	663.773	663.773	663.773	663.773	663.773	663.773	331.886	331.886	331.886	663.773	331.886	331.886	789.805	663.773	331.886	331.886	663.773	663.773	663.773	663.773	663.773	663.773	663.773	789.805	331.886	331.886	663.773	331.886	331.886	331.886	331.886	789.805	205.854	331.886	205.854	205.854	205.854	331.886	537.740	663.773	537.740	663.773	205.854	663.773	205.854	663.773	663.773	205.854	205.854	205.854	205.854	205.854	205.854	205.854	-46.212	205.854	537.740	537.740	537.740	537.740	331.886	537.740	-46.212	205.854	537.740	79.821	205.854	205.854	205.854	205.854	79.821	-252.066	79.821	79.821	411.707	79.821	79.821	79.821	79.821	79.821	79.821	79.821	411.707	-46.212	-46.212	-46.212	-252.066	-46.212	-378.098	-46.212	-46.212	-378.098	-46.212	-252.066	-46.212	-46.212	-172.245	-46.212	-46.212	-378.098	-46.212	-378.098	-172.245	-504.131	-378.098	-504.131	-378.098	-172.245	-172.245	-172.245	-378.098	-46.212	-252.066	-378.098	-172.245	-378.098	-504.131
