30194.066	30080.858	29838.271	30048.513	29789.753	29822.098	29854.443	29967.651	29967.651	29983.823	30226.411	29757.408	29142.853	29013.473	29304.578	29110.508	28997.300	29029.645	29110.508	28964.955	28932.610	28787.058	28431.263	28221.020	28350.400	28253.365	28156.330	28188.675	28366.573	28285.710	28318.055	28382.745	28495.953	28463.608	28609.160	28495.953	28495.953	28463.608	28544.470	28592.988	28415.090	28673.850	28560.643	28657.678	28576.815	28495.953	28609.160	28641.505	28722.368	28754.713	28754.713	28803.230	28770.885	28706.195	28900.265	28787.058	28964.955	29061.990	29191.370	29256.060	29385.440	29369.268	29628.028	29579.510	29579.510	29692.718	29773.580	29773.580	29822.098	29725.063	29628.028	29611.856	29628.028	29304.578	29498.648	29644.201	29628.028	29725.063	29773.581	29838.271	29822.098	29854.443	29919.133	29919.133	29692.718	29838.270	29999.996	29676.545	29870.616	29983.823	29789.753	29514.821	29595.683	29644.201	29644.201	29595.683	29579.511	29563.338	29579.510	29530.993	29595.683	29660.373	29999.996	29466.303	29822.098	29579.510	29919.133	29530.993	29466.303	29223.715	29094.335	29142.853	28997.300	28754.713	29078.163	29288.406	29191.370	29288.405	29385.440	29256.060	29110.508	29320.750	29207.543	29126.680	29094.335	29256.060	29110.508	29045.818	28803.230	28625.333	28609.160	28512.125	28447.435	28398.918	28204.848	28204.848	28156.330	28075.468	28043.123	28075.468	27962.260	27849.053	27784.363	27897.570	27832.880	27913.743	27768.190	27768.190	27946.088	28123.985	28140.158	28350.400	28334.228	28398.918	28204.847	28350.400	28269.537	28123.985	28318.055	28285.710	28140.158	28043.123	27832.880	27671.155	27574.120	27428.568	27509.430	27283.015	27072.772	27072.772	27185.980	27218.325	27185.980	27105.117	27331.532	26959.565	27153.635	27266.842	26894.875	27105.117	26733.150	26474.390	26700.805	26587.597	26555.252	26700.805	26587.597	26700.805	26474.390	26361.182
29628.028	29595.683	29530.993	29482.476	29482.476	29417.786	29628.028	29628.028	29692.718	29611.856	29660.373	29644.201	28916.438	29061.990	29045.818	28997.300	28884.093	28997.300	28884.093	28851.748	28706.195	28495.953	28172.503	28075.468	27978.433	28107.813	28075.468	27929.915	28221.020	28172.503	28237.193	28269.538	28156.330	28495.953	28382.745	28463.608	28382.745	28463.608	28544.470	28334.228	28415.090	28447.435	28269.538	28657.678	28415.090	28350.400	28528.298	28673.850	28625.333	28560.643	28415.090	28609.160	28463.608	28706.195	28382.745	28560.643	28641.505	28981.128	28835.575	29110.508	29013.473	29191.370	29256.060	29320.750	29207.543	29579.510	29433.958	29482.475	29886.788	29466.303	29579.510	29466.303	29288.406	29191.371	29078.163	29223.716	29514.821	29385.440	29482.475	29466.303	29676.545	29854.443	29514.820	29611.855	29692.718	29692.718	29660.373	29595.683	29611.855	29579.510	29336.923	29401.613	29256.061	29336.923	29304.578	29482.476	29579.511	29482.475	29579.510	29676.545	29628.028	29579.510	29579.510	29579.510	29579.510	29547.165	29514.820	29482.475	29433.958	29142.853	29013.473	28770.885	28787.058	28964.955	29029.645	28981.128	29239.888	29256.060	29336.923	29369.268	29207.543	29094.335	29239.888	29013.473	28803.230	29288.405	28835.575	28673.850	28528.298	28560.643	28237.193	28512.125	28334.228	28253.365	28172.503	28123.985	28156.330	28075.468	27994.605	27929.915	27962.260	27849.053	27962.260	27865.225	27687.328	27994.605	27962.260	27881.398	28172.503	28043.123	28318.055	28350.400	28334.228	28398.918	28382.745	28156.330	28269.537	28123.985	28350.400	28172.502	28221.020	28010.778	27800.535	27477.085	27493.257	27283.015	27396.223	27234.497	27153.635	27299.187	27363.877	27218.325	27412.395	27185.980	27331.532	27218.325	27072.772	27072.772	27088.945	26878.702	26700.805	26700.805	26668.460	26700.805	26587.597	26361.182	26442.045	26393.527	26361.182	26167.112
29854.443	29935.306	29789.753	29967.651	29708.891	29757.408	29967.651	29741.236	29919.133	29902.961	29999.996	29838.271	29288.405	29239.888	29191.370	29223.715	29110.508	29029.645	28997.300	28884.093	29013.473	28641.505	28512.125	28447.435	28318.055	28221.020	28269.538	28269.538	28221.020	28285.710	28318.055	28382.745	28495.953	28495.953	28495.953	28544.470	28609.160	28657.678	28738.540	28560.643	28528.298	28641.505	28415.090	28770.885	28398.918	28754.713	28463.608	28641.505	28690.023	28787.058	28641.505	28867.920	28916.438	28512.125	28560.643	28754.713	28479.780	28835.575	29142.853	29175.198	29239.888	29563.338	29708.890	29628.028	29547.165	29547.165	29805.925	29886.788	29902.961	29838.271	29676.546	29725.063	29708.891	29417.786	29530.993	29563.338	29514.821	29725.063	29967.651	29951.478	30016.168	29967.651	29919.133	29919.133	29838.270	29805.925	29773.580	29773.580	29870.616	29773.581	29676.546	29628.028	29450.131	29498.648	29676.546	29741.236	29838.271	29741.236	29838.271	29789.753	30032.341	29805.925	29805.925	29838.270	29951.478	29692.718	29741.235	29563.338	29644.200	29482.475	29126.680	29223.716	29191.371	29078.163	29191.371	29207.543	29304.578	29401.613	29530.993	29563.338	29514.820	29466.303	29433.958	29239.888	29320.750	29433.958	29223.715	28819.403	28657.678	28592.988	28495.953	28398.918	28479.780	28479.780	28285.710	28269.538	28156.330	28188.675	28156.330	28221.020	28075.468	27962.260	28156.330	28123.985	28059.295	27994.605	28075.468	28188.675	28091.640	28447.435	28398.918	28576.815	28560.643	28884.093	28544.470	28722.368	28528.298	28285.710	28463.608	28382.745	28253.365	28010.778	28026.950	27784.363	27606.465	27800.535	27541.775	27153.635	27380.050	27072.772	27218.325	27735.845	27477.085	27218.325	27331.532	27218.325	27380.050	27153.635	27169.807	27024.255	26959.565	26814.012	27105.117	27040.427	26700.805	26587.597	26587.597	26846.357	26619.942	26733.150
29935.306	30080.858	29935.306	30048.513	29902.961	30048.513	30016.168	29967.651	30145.548	30129.376	30080.858	29951.478	29563.338	29433.958	29385.440	29385.440	29385.440	29304.578	28964.955	29045.818	28964.955	28690.023	28609.160	28415.090	28512.125	28366.573	28123.985	28237.193	28528.298	28398.918	28576.815	28318.055	28641.505	28770.885	28350.400	28463.608	28528.298	28657.678	28221.020	28706.195	28495.953	28495.953	28479.780	28625.333	28576.815	28609.160	28722.368	28495.953	28722.368	28835.575	28803.230	28690.023	28690.023	28932.610	28787.058	28900.265	28964.955	29061.990	29336.923	29514.820	29611.855	29676.545	29595.683	29628.028	29660.373	29805.925	29886.788	29999.996	29789.753	30064.686	29854.443	29805.926	29854.443	29563.338	29611.856	29563.338	29773.581	29983.823	29967.651	29951.478	30048.513	30113.203	30177.893	30145.548	29951.478	29999.996	30032.341	29967.651	30129.376	29886.788	29757.408	29692.718	29708.891	29498.648	29870.616	29854.443	29838.271	29822.098	30064.686	30129.376	30194.066	29805.925	29692.718	29725.063	29951.478	29805.925	29741.235	29450.130	29466.303	29336.923	28981.128	28997.300	29045.818	29045.818	29110.508	29207.543	29498.648	29401.613	29320.750	29223.715	29369.268	29061.990	29207.543	29094.335	29126.680	29175.198	29013.473	28787.058	28544.470	28706.195	28690.023	28431.263	28415.090	28528.298	28318.055	28237.193	28075.468	28301.883	28075.468	28269.538	28301.883	28043.123	27929.915	28091.640	27978.433	27913.743	28107.813	28253.365	28285.710	28301.883	28431.263	28560.643	28479.780	28657.678	28512.125	28318.055	28463.608	28350.400	28431.263	28398.918	28140.158	28156.330	28026.950	27671.155	27606.465	27396.223	27283.015	27428.568	27380.050	27185.980	27218.325	27557.947	27477.085	27331.532	27363.877	27137.462	27185.980	27008.082	27088.945	26991.910	26846.357	26619.942	26814.012	26894.875	26555.252	26296.492	26474.390	26668.460	26587.597	26247.975
30614.551	30452.826	30679.241	30533.689	30129.376	30274.928	30452.826	30339.618	30485.171	30291.101	30452.826	30032.341	29822.098	29692.718	29805.926	29547.165	29579.510	29644.200	29498.648	29466.303	29320.750	29142.853	28851.748	28641.505	28657.678	28787.058	28641.505	28641.505	28706.195	28738.540	28770.885	28803.230	28948.783	28916.438	28916.438	28948.783	29029.645	28997.300	28851.748	29013.473	28981.128	28900.265	28932.610	28997.300	28803.230	28916.438	29061.990	29061.990	29061.990	29207.543	29207.543	29175.198	29223.716	29304.578	29320.751	29239.888	29417.786	29514.821	29644.201	29854.443	29951.478	30016.168	30080.858	29967.651	29999.996	29999.996	30113.203	30307.273	30129.376	30291.101	30161.721	30177.893	30048.513	29644.201	29725.063	29902.961	29967.651	30129.376	30194.066	30210.238	30388.136	30339.618	30258.756	30258.756	30145.548	30145.548	30226.411	30307.273	30210.238	30145.548	30129.376	29999.996	30016.168	29951.478	29983.823	30048.513	30177.893	30048.513	30291.101	30274.928	30194.066	30258.756	29951.478	30032.341	30032.341	30113.203	29967.651	30016.168	29919.133	29822.098	29466.303	29482.476	29272.233	29304.578	29514.821	29547.166	29822.098	29660.373	29547.165	29450.130	29805.925	29547.165	29175.198	29433.958	29450.130	29514.820	29563.338	29159.025	28981.128	29078.163	29094.335	28625.333	28706.195	28479.780	28431.263	28463.608	28269.538	28301.883	28301.883	28301.883	28188.675	28075.468	28156.330	28237.193	28059.295	28253.365	28075.468	28107.813	28431.263	28382.745	28657.678	28722.368	28592.988	28512.125	28690.023	28463.608	28350.400	28350.400	28463.608	28318.055	28334.228	28237.193	28140.158	27784.363	27800.535	27622.638	27541.775	27428.568	27525.602	27557.947	27444.740	27331.532	27444.740	27444.740	27444.740	27299.187	27185.980	27266.842	27283.015	27105.117	26959.565	26846.357	26846.357	26781.667	26700.805	26814.012	26700.805	26814.012	26652.287	26361.182
30501.344	30533.689	30274.928	30388.136	30388.136	30533.689	30388.136	30388.136	30485.171	30436.653	30452.826	29951.478	29611.856	29450.130	29628.028	29547.165	29660.373	29660.373	29401.613	29514.820	29256.060	28997.300	28706.195	28690.023	28592.988	28560.643	28609.160	28641.505	28706.195	28738.540	28738.540	28770.885	28884.093	28884.093	28916.438	29029.645	28997.300	28997.300	28851.748	28900.265	28981.128	29013.473	28932.610	28997.300	28916.438	29029.645	29142.853	29029.645	29029.645	29061.990	29061.990	29029.645	29191.371	29159.026	29126.681	29126.681	29304.578	29288.406	29530.993	29660.373	29805.926	29757.408	29789.753	29676.545	29822.098	29708.890	29967.651	30016.168	30097.031	30032.341	30048.513	29999.996	29886.788	29644.201	29644.201	29951.478	29935.306	30097.031	30048.513	30258.756	30016.168	30339.618	30194.066	30145.548	30145.548	29999.996	30080.858	30161.721	30210.238	29999.996	29838.271	29773.581	29789.753	29725.063	29644.201	29967.651	29757.408	29935.306	30032.341	30129.376	29822.098	29967.651	29919.133	30064.685	29919.133	29999.996	29822.098	29902.961	29773.581	29450.130	29094.335	29256.061	29272.233	29159.026	29223.716	29433.958	29304.578	29628.028	29498.648	29450.130	29336.923	29320.750	29320.750	29207.543	29369.268	29401.613	29304.578	29126.680	29029.645	28787.058	28657.678	28625.333	28479.780	28512.125	28285.710	28350.400	28382.745	28415.090	28188.675	28269.538	28075.468	28301.883	28043.123	28123.985	28026.950	28107.813	28107.813	28253.365	28172.503	28528.298	28431.263	28592.988	28641.505	28625.333	28350.400	28431.263	28512.125	28576.815	28350.400	28318.055	28334.228	28495.953	27913.743	27913.743	27800.535	27283.015	27428.568	27477.085	27460.913	27638.810	27363.877	27105.117	27363.877	27363.877	27072.772	27218.325	27040.427	27121.290	27024.255	26991.910	26814.012	26700.805	26700.805	26668.460	26733.150	26700.805	26603.770	26619.942	26506.735	26506.735
30873.311	30986.519	30614.551	30727.759	30727.759	30646.896	30646.896	30905.656	30711.586	30663.068	30954.174	30226.411	29951.478	29805.926	29789.753	29822.098	29676.546	29676.546	29563.338	29369.268	29191.370	29045.818	28867.920	28997.300	29045.818	28754.713	28867.920	28835.575	28787.058	29078.163	28851.748	28997.300	28964.955	29223.716	29239.888	29191.371	29223.716	29304.578	29159.026	29353.096	29207.543	29207.543	29159.026	29272.233	29223.716	29142.853	29369.268	29369.268	29336.923	29336.923	29401.613	29223.716	29159.026	29126.681	29126.681	29239.888	29417.786	29628.028	29498.648	29676.546	29773.581	29838.271	29725.063	29902.961	29870.616	29983.823	29983.823	30097.031	30145.548	30226.411	30274.928	30113.203	29983.823	29983.823	29725.063	30355.791	30113.203	30016.168	30258.756	30226.411	29983.823	30323.446	30129.376	29967.651	30388.136	30468.998	30210.238	30048.513	30145.548	29935.306	29838.271	29886.788	29757.408	29838.271	29935.306	30080.858	29773.581	30080.858	30129.376	30242.583	30485.171	29967.651	29773.580	29741.235	29967.651	29822.098	29935.306	29951.478	29805.926	29450.130	29547.166	29450.131	29579.511	29530.993	29482.476	29611.856	29676.546	29805.926	29692.718	29563.338	29482.475	29401.613	29320.750	29320.750	29369.268	29369.268	29223.715	28981.128	28997.300	28673.850	28690.023	28512.125	28447.435	28366.573	28318.055	28269.538	28156.330	28188.675	28188.675	28301.883	28156.330	28075.468	28237.193	27978.433	28091.640	28140.158	28221.020	28253.365	28398.918	28754.713	28576.815	28609.160	28560.643	28738.540	28690.023	28576.815	28495.953	28463.608	28431.263	28398.918	28447.435	28237.193	28026.950	27897.570	27687.328	27654.983	27396.223	27428.568	27266.842	27444.740	27412.395	27299.187	27250.670	27299.187	27590.292	27137.462	27072.772	27315.360	27056.600	27202.152	26846.357	26700.805	26846.357	26700.805	26442.045	26619.942	26733.150	26733.150	26506.735	26393.527
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
